image_name,tags
train_39114,agriculture clear habitation primary road water
train_39115,haze primary
train_39116,clear cultivation primary water
train_39117,clear primary
train_39118,clear primary
train_39119,clear primary
train_39120,agriculture habitation partly_cloudy road
train_39121,clear primary
train_39122,clear primary water
train_39123,agriculture haze primary road
train_39124,agriculture partly_cloudy primary
train_39125,agriculture clear primary
train_39126,clear primary
train_39127,agriculture partly_cloudy primary water
train_39128,agriculture partly_cloudy water
train_39129,partly_cloudy primary
train_39130,clear primary
train_39131,agriculture partly_cloudy primary road
train_39132,clear primary
train_39133,partly_cloudy primary water
train_39134,agriculture clear cultivation primary water
train_39135,clear cultivation primary road water
train_39136,clear primary
train_39137,clear primary
train_39138,clear primary
train_39139,clear primary
train_39140,clear primary
train_39141,clear primary
train_39142,agriculture clear primary
train_39143,clear primary
train_39144,clear primary
train_39145,clear primary
train_39146,agriculture cultivation habitation partly_cloudy primary
train_39147,agriculture clear habitation primary road
train_39148,haze primary
train_39149,bare_ground blow_down clear primary
train_39150,clear primary
train_39151,clear primary
train_39152,agriculture clear primary
train_39153,cloudy
train_39154,partly_cloudy primary
train_39155,agriculture clear habitation primary road
train_39156,haze primary water
train_39157,artisinal_mine clear primary
train_39158,agriculture clear habitation primary road
train_39159,clear primary
train_39160,agriculture clear habitation primary road water
train_39161,agriculture clear habitation primary road water
train_39162,agriculture clear primary road
train_39163,cloudy
train_39164,agriculture clear primary road
train_39165,clear primary
train_39166,clear primary
train_39167,cloudy
train_39168,agriculture clear cultivation habitation primary road
train_39169,agriculture clear primary
train_39170,clear primary
train_39171,agriculture clear primary road
train_39172,clear cultivation primary road
train_39173,clear primary water
train_39174,clear primary road water
train_39175,agriculture clear primary
train_39176,agriculture partly_cloudy primary
train_39177,bare_ground clear primary
train_39178,cloudy
train_39179,cloudy
train_39180,partly_cloudy primary
train_39181,clear primary
train_39182,partly_cloudy primary
train_39183,clear primary
train_39184,agriculture clear cultivation primary
train_39185,clear primary road selective_logging
train_39186,agriculture clear primary water
train_39187,clear primary water
train_39188,agriculture cultivation haze primary water
train_39189,agriculture clear habitation primary road
train_39190,agriculture clear primary road
train_39191,agriculture habitation partly_cloudy primary road
train_39192,clear primary
train_39193,bare_ground clear primary
train_39194,agriculture clear cultivation habitation primary road water
train_39195,clear primary
train_39196,clear primary
train_39197,clear primary
train_39198,partly_cloudy primary
train_39199,agriculture clear habitation primary road
train_39200,bare_ground clear primary road
train_39201,clear primary
train_39202,agriculture clear primary
train_39203,clear primary
train_39204,agriculture partly_cloudy primary
train_39205,clear primary
train_39206,clear primary selective_logging
train_39207,clear primary
train_39208,partly_cloudy primary
train_39209,agriculture clear primary road
train_39210,agriculture clear cultivation primary
train_39211,clear cultivation primary selective_logging
train_39212,agriculture habitation partly_cloudy primary road
train_39213,clear primary
train_39214,clear primary
train_39215,clear habitation primary road
train_39216,cultivation haze primary
train_39217,clear primary
train_39218,agriculture clear primary
train_39219,agriculture clear primary
train_39220,agriculture partly_cloudy primary
train_39221,agriculture clear habitation primary road
train_39222,cloudy
train_39223,partly_cloudy primary
train_39224,clear primary
train_39225,partly_cloudy primary water
train_39226,cloudy
train_39227,clear primary water
train_39228,partly_cloudy primary
train_39229,clear primary
train_39230,agriculture clear primary
train_39231,agriculture clear cultivation primary
train_39232,agriculture clear primary road
train_39233,haze primary
train_39234,agriculture clear primary water
train_39235,agriculture clear primary road
train_39236,clear primary
train_39237,clear primary road water
train_39238,clear primary
train_39239,agriculture clear habitation primary road
train_39240,clear primary
train_39241,agriculture clear cultivation primary
train_39242,clear primary
train_39243,clear primary
train_39244,clear primary
train_39245,clear primary
train_39246,clear primary
train_39247,agriculture partly_cloudy primary water
train_39248,partly_cloudy primary road
train_39249,agriculture clear cultivation habitation primary road
train_39250,clear primary
train_39251,haze primary water
train_39252,clear primary
train_39253,clear habitation road
train_39254,clear primary
train_39255,agriculture habitation partly_cloudy primary road
train_39256,cloudy
train_39257,agriculture cultivation partly_cloudy primary
train_39258,clear cultivation primary
train_39259,agriculture clear cultivation primary
train_39260,clear primary road water
train_39261,clear primary
train_39262,agriculture clear habitation primary road
train_39263,haze primary water
train_39264,clear primary
train_39265,clear primary
train_39266,clear primary
train_39267,agriculture partly_cloudy primary
train_39268,cloudy
train_39269,clear primary
train_39270,haze primary
train_39271,bare_ground clear primary
train_39272,clear primary water
train_39273,agriculture haze primary
train_39274,blooming clear primary selective_logging
train_39275,agriculture partly_cloudy primary
train_39276,agriculture partly_cloudy primary road
train_39277,clear primary
train_39278,agriculture clear primary
train_39279,haze primary water
train_39280,blooming clear primary
train_39281,agriculture cultivation partly_cloudy primary
train_39282,clear primary
train_39283,haze primary
train_39284,clear primary
train_39285,partly_cloudy primary
train_39286,agriculture haze primary
train_39287,clear primary
train_39288,cloudy
train_39289,cloudy
train_39290,clear primary water
train_39291,agriculture clear primary water
train_39292,partly_cloudy primary
train_39293,agriculture clear primary
train_39294,clear primary
train_39295,clear primary
train_39296,clear primary
train_39297,partly_cloudy primary
train_39298,clear primary
train_39299,clear primary
train_39300,clear primary
train_39301,agriculture clear primary water
train_39302,agriculture partly_cloudy primary
train_39303,agriculture partly_cloudy primary
train_39304,clear primary
train_39305,partly_cloudy primary
train_39306,clear primary
train_39307,cloudy
train_39308,clear primary water
train_39309,clear primary
train_39310,agriculture clear cultivation primary
train_39311,artisinal_mine clear primary water
train_39312,agriculture cultivation cultivation habitation partly_cloudy primary road water
train_39313,clear primary
train_39314,clear primary
train_39315,agriculture partly_cloudy primary
train_39316,partly_cloudy primary
train_39317,clear primary
train_39318,clear primary
train_39319,clear primary water
train_39320,bare_ground clear cultivation habitation primary water
train_39321,agriculture partly_cloudy primary
train_39322,agriculture clear cultivation primary
train_39323,partly_cloudy water
train_39324,agriculture partly_cloudy primary
train_39325,clear primary
train_39326,agriculture partly_cloudy primary road
train_39327,clear primary road water
train_39328,cloudy
train_39329,clear primary
train_39330,clear primary
train_39331,partly_cloudy primary
train_39332,haze primary
train_39333,partly_cloudy primary
